2024-06-04 12:23:40,030:Click detected
2024-06-04 12:23:43,832:Click detected
2024-06-04 12:23:47,120:Click detected
2024-06-04 12:23:47,619:Click detected
2024-06-04 12:23:48,227:Click detected
2024-06-04 12:23:51,262:Click detected
2024-06-04 12:23:53,449:Click detected
2024-06-04 12:23:55,271:Click detected
2024-06-04 12:23:55,739:Click detected
2024-06-04 12:24:01,893:Click detected
2024-06-04 12:24:02,359:Click detected
2024-06-04 12:27:40,234:Click detected
2024-06-04 12:27:45,575:Click detected
2024-06-04 12:27:47,621:Click detected
2024-06-04 12:27:48,100:Click detected
2024-06-04 12:27:49,194:Click detected
2024-06-04 12:27:53,456:Click detected
2024-06-04 12:27:58,758:Click detected
2024-06-04 12:28:05,679:Click detected
2024-06-04 12:30:32,908:Click detected
2024-06-04 12:30:36,216:Click detected
2024-06-04 12:30:42,237:Click detected
2024-06-04 12:30:47,050:Click detected
2024-06-04 12:30:50,790:Click detected
2024-06-04 12:30:59,636:Click detected
2024-06-04 12:31:00,147:Click detected
2024-06-04 12:31:00,613:Click detected
2024-06-04 12:31:01,119:Click detected
2024-06-04 12:31:04,748:Click detected
2024-06-04 12:35:59,843:Click detected
2024-06-04 12:36:02,773:Click detected
2024-06-04 12:36:12,446:Click detected
2024-06-04 12:36:15,425:Click detected
2024-06-04 14:37:18,088:Click detected
2024-06-04 14:37:26,168:Click detected
2024-06-04 14:37:28,717:Click detected
2024-06-04 14:37:35,750:Click detected
2024-06-08 09:07:31,070:Click detected
2024-06-08 09:07:31,593:Click detected
2024-06-08 09:07:38,636:Click detected
2024-06-08 09:07:41,093:Click detected
2024-06-08 09:07:42,980:Click detected
2024-06-08 09:07:44,453:Click detected
2024-06-08 09:07:45,759:Click detected
2024-06-08 09:07:46,445:Click detected
2024-06-08 09:07:46,991:Click detected
2024-06-08 09:07:47,490:Click detected
2024-06-08 09:07:49,086:Click detected
2024-06-08 09:07:49,582:Click detected
2024-06-08 09:07:50,348:Click detected
2024-06-08 09:07:51,112:Click detected
2024-06-08 09:08:03,314:Click detected
2024-06-08 09:08:03,837:Click detected
2024-06-08 09:08:09,680:Click detected
2024-06-08 11:03:49,222:Click detected
2024-06-08 11:03:52,521:Click detected
2024-06-08 11:03:59,384:Click detected
2024-06-08 11:03:59,884:Click detected
2024-06-08 11:04:06,800:Click detected
2024-06-08 11:04:11,999:Click detected
2024-06-08 11:04:13,440:Click detected
2024-06-08 11:04:16,043:Click detected
2024-06-08 11:04:16,509:Click detected
2024-06-08 11:04:16,981:Click detected
2024-06-08 11:04:17,488:Click detected
2024-06-08 11:04:18,036:Click detected
2024-06-08 11:04:28,025:Click detected
2024-06-08 11:04:31,486:Click detected
2024-06-08 11:04:31,997:Click detected
2024-06-08 11:04:36,174:Click detected
2024-06-08 11:04:40,376:Click detected
2024-06-08 14:32:27,917:Click detected
2024-06-08 14:32:32,970:Click detected
2024-06-08 14:32:36,212:Click detected
2024-06-08 14:32:36,726:Click detected
2024-06-08 14:32:38,066:Click detected
2024-06-08 14:32:38,598:Click detected
2024-06-08 14:32:39,689:Click detected
2024-06-08 14:32:49,264:Click detected
2024-06-08 14:33:07,427:Click detected
2024-06-08 14:33:08,805:Click detected
2024-06-08 14:33:11,299:Click detected
2024-06-08 14:33:14,790:Click detected
2024-06-08 14:33:19,045:Click detected
2024-06-08 14:33:22,255:Click detected
2024-06-08 14:33:32,658:Click detected
2024-06-08 14:33:33,146:Click detected
2024-06-08 14:33:36,890:Click detected
2024-06-08 14:33:37,814:Click detected
2024-06-08 14:33:38,322:Click detected
2024-06-08 14:33:42,033:Click detected
2024-06-08 14:33:45,920:Click detected
2024-06-08 14:33:46,387:Click detected
